date,quiniela,period,position,result
2014-11-25,nacional,primera,12,0070
2014-11-25,nacional,primera,13,7197
2014-11-25,nacional,primera,14,6273
2014-11-25,nacional,primera,15,7649
2014-11-25,nacional,primera,16,0523
2014-11-25,nacional,primera,17,3589
2014-11-25,nacional,primera,18,8138
2014-11-25,nacional,primera,19,6901
2014-11-25,nacional,primera,20,3460
2014-11-25,nacional,primera,Letras,ELRS 
2014-11-26,nacional,primera,1,8585
2014-11-26,nacional,primera,2,6080
2014-11-26,nacional,primera,3,6260
2014-11-26,nacional,primera,4,8063
2014-11-26,nacional,primera,5,4172
2014-11-26,nacional,primera,6,3530
2014-11-26,nacional,primera,7,3957
2014-11-26,nacional,primera,8,0113
2014-11-26,nacional,primera,9,3636
2014-11-26,nacional,primera,10,2107
2014-11-26,nacional,primera,11,7968
2014-11-26,nacional,primera,12,4596
2014-11-26,nacional,primera,13,6882
2014-11-26,nacional,primera,14,9314
2014-11-26,nacional,primera,15,3680
2014-11-26,nacional,primera,16,1427
2014-11-26,nacional,primera,17,5440
2014-11-26,nacional,primera,18,4617
2014-11-26,nacional,primera,19,3402
2014-11-26,nacional,primera,20,6972
2014-11-26,nacional,primera,Letras,GLST 
2014-11-27,nacional,primera,1,6837
2014-11-27,nacional,primera,2,9614
2014-11-27,nacional,primera,3,5932
2014-11-27,nacional,primera,4,4225
2014-11-27,nacional,primera,5,5959
2014-11-27,nacional,primera,6,9389
2014-11-27,nacional,primera,7,1303
2014-11-27,nacional,primera,8,8407
2014-11-27,nacional,primera,9,1386
2014-11-27,nacional,primera,10,4531
2014-11-27,nacional,primera,11,0009
2014-11-27,nacional,primera,12,6304
2014-11-27,nacional,primera,13,5834
2014-11-27,nacional,primera,14,8299
2014-11-27,nacional,primera,15,4690
2014-11-27,nacional,primera,16,9158
2014-11-27,nacional,primera,17,2686
2014-11-27,nacional,primera,18,0209
2014-11-27,nacional,primera,19,2007
2014-11-27,nacional,primera,20,3002
2014-11-27,nacional,primera,Letras,IBHY 
2014-11-28,nacional,primera,1,4889
2014-11-28,nacional,primera,2,3637
2014-11-28,nacional,primera,3,3426
2014-11-28,nacional,primera,4,6591
2014-11-28,nacional,primera,5,2338
2014-11-28,nacional,primera,6,4223
2014-11-28,nacional,primera,7,6172
2014-11-28,nacional,primera,8,5625
2014-11-28,nacional,primera,9,9999
2014-11-28,nacional,primera,10,4868
2014-11-28,nacional,primera,11,6955
2014-11-28,nacional,primera,12,4521
2014-11-28,nacional,primera,13,4349
2014-11-28,nacional,primera,14,4794
2014-11-28,nacional,primera,15,9769
2014-11-28,nacional,primera,16,9381
2014-11-28,nacional,primera,17,7777
2014-11-28,nacional,primera,18,9457
2014-11-28,nacional,primera,19,4148
2014-11-28,nacional,primera,20,1100
2014-11-28,nacional,primera,Letras,EKPX 
